title;main_story_length;mainextra_length;completionist_length;combined_length;platform
ActRaiser;4.5;;;;PlayStation 4
ActRaiser 2;4.5;;;;PlayStation 4
Actrazer;;;;;PlayStation 4
Actua Golf 3;;;;;PlayStation 4
Actua Soccer;;;;;PlayStation 4
Actua Soccer 3;;;;;PlayStation 4
Actua Soccer: Club Edition;;;;;PlayStation 4
Actual Crimes: Jack the ripper;2;;;;PlayStation 4
Actual Sunlight;1;;;;PlayStation 4
Adagio;;;;;PlayStation 4
Adam and Eve;;;;;PlayStation 4
Adam and Eve: The Game - Chapter 1;;;;;PlayStation 4
Adam Wolfe;5;;;;PlayStation 4
Adam's Venture - Episode 1: The Search for the Lost Garden;1.5;;;;PlayStation 4
Adam's Venture - Episode 2: Solomon's Secret;2;;;;PlayStation 4
Adam's Venture - Episode 3: Revelations;2;;;;PlayStation 4
Adam's Venture Chronicles;5;;;;PlayStation 4
Adam's Venture: Origins;4.5;;;;PlayStation 4
Addams Family Values;;;;;PlayStation 4
Adera;;;;;PlayStation 4
Adibou 2;5;;;;PlayStation 4
Adiboud'chou Ã  la Campagne;;;;;PlayStation 4
Admiral Nemo;;;;;PlayStation 4
ADOM: Ancient Domains Of Mystery;;;;;PlayStation 4
Adorables;;;;;PlayStation 4
Adrenalin Misfits;;;;;PlayStation 4
Adrenaline Adventure;;;;;PlayStation 4
Adrenix;;;;;PlayStation 4
Adrift;4.5;;;;PlayStation 4
Advance Guardian Heroes;3;;;;PlayStation 4
Advance Wars;13;;;;PlayStation 4
Advance Wars 2: Black Hole Rising;27.5;;;;PlayStation 4
Advance Wars: Days of Ruin;19.5;;;;PlayStation 4
Advance Wars: Dual Strike;24.5;;;;PlayStation 4
Advanced Dungeons & Dragons: Heroes of the Lance;;;;;PlayStation 4
Advanced Dungeons & Dragons: Slayer;;;;;PlayStation 4
Advanced Dungeons & Dragons: Treasure of Tarmin;7.5;;;;PlayStation 4
Advanced Tactics: Gold;;;;;PlayStation 4
Advanced V.G. 2;0.25;;;;PlayStation 4
Advent;;;;;PlayStation 4
Advent Rising;8;;;;PlayStation 4
Adventure (1979);0.25;;;;PlayStation 4
Adventure (1982);;;;;PlayStation 4
