title;main_story_length;mainextra_length;completionist_length;combined_length;platform
Resident Evil: HD Remaster;10.5;;;;PlayStation 3
Resident Evil: Operation Raccoon City;6;;;;PlayStation 3
Resident Evil: Operation Raccoon City - Echo Six Expansion Pack 1;1;;;;PlayStation 3
Resident Evil: Operation Raccoon City - Echo Six Expansion Pack 2;;;;;PlayStation 3
Resident Evil: Origins Collection;;;;;PlayStation 3
Resident Evil: Revelations;9;;;;PlayStation 3
Resident Evil: Revelations 2;10;;;;PlayStation 3
Resident Evil: Revelations 2 - Episode 1;2;;;;PlayStation 3
Resident Evil: Revelations 2 - Episode 2;2.5;;;;PlayStation 3
Resident Evil: Revelations 2 - Episode 3;3;;;;PlayStation 3
Resident Evil: Revelations 2 - Episode 4;2;;;;PlayStation 3
Resident Evil: Revelations 2 - Little Miss;0.7;;;;PlayStation 3
Resident Evil: Revelations 2 - The Struggle;0.6833333333333333;;;;PlayStation 3
Resident Evil: Survivor;2;;;;PlayStation 3
Resident Evil: Survivor 2 - Code: Veronica;1;;;;PlayStation 3
Resident Evil: The Darkside Chronicles;8.5;;;;PlayStation 3
Resident Evil: The Mercenaries 3D;6;;;;PlayStation 3
Resident Evil: The Umbrella Chronicles;7.5;;;;PlayStation 3
Residue: Final Cut;2.5;;;;PlayStation 3
Resilience: Wave Survival;;;;;PlayStation 3
Resin;;;;;PlayStation 3
Resistance 2;10;;;;PlayStation 3
Resistance 3;8;;;;PlayStation 3
Resistance: Burning Skies;6;;;;PlayStation 3
Resistance: Fall of Man;12;;;;PlayStation 3
Resistance: Retribution;10.5;;;;PlayStation 3
Resogun;2;;;;PlayStation 3
Resogun: Heroes DLC;;;;;PlayStation 3
Resonance;8;;;;PlayStation 3
Resonance of Fate;50.5;;;;PlayStation 3
Respawn Man;0.65;;;;PlayStation 3
ResQ;;;;;PlayStation 3
Rest House;;;;;PlayStation 3
Rest In Peace;0.2833333333333333;;;;PlayStation 3
Restaurant Empire;44;;;;PlayStation 3
Restaurant Empire II;;;;;PlayStation 3
Restricted Area;;;;;PlayStation 3
Retaliation;;;;;PlayStation 3
Retention;0.25;;;;PlayStation 3
ReThink;;;;;PlayStation 3
Retro;0.25;;;;PlayStation 3
Retro Atari Classics;;;;;PlayStation 3
Retro City Rampage;6;;;;PlayStation 3
Retro City Rampage DX;5.5;;;;PlayStation 3
Retro Football Boss;;;;;PlayStation 3
Retro Game Challenge;10.5;;;;PlayStation 3
Retro Game Challenge 2;;;;;PlayStation 3
Retro Game Crunch;5.5;;;;PlayStation 3
Retro-Pixel Castles;;;;;PlayStation 3
Retro/Grade;1;;;;PlayStation 3
Retrobooster;;;;;PlayStation 3
Retrovirus;12.5;;;;PlayStation 3
Retsnom;;;;;PlayStation 3
Return Fire;;;;;PlayStation 3
Return NULL - Episode 1;0.7;;;;PlayStation 3
Return NULL - Episode 2;0.9666666666666667;;;;PlayStation 3
Return of the Incredible Machine: Contraptions;;;;;PlayStation 3
Return of the Invaders;;;;;PlayStation 3
Return of the Phantom;;;;;PlayStation 3
Return of the Triad;12;;;;PlayStation 3
Return to Awz;0.08333333333333333;;;;PlayStation 3
Return to Castle Wolfenstein;8.5;;;;PlayStation 3
Return to Castle Wolfenstein: Operation Resurrection;7;;;;PlayStation 3
Return to Castle Wolfenstein: Tides of War;9;;;;PlayStation 3
Return to Krondor;;;;;PlayStation 3
Return to Mysterious Island;5;;;;PlayStation 3
Return to Mysterious Island 2;8;;;;PlayStation 3
Return to PopoloCrois: A Story of Seasons Fairytale;16;;;;PlayStation 3
Return to Ringworld;4;;;;PlayStation 3
Return to Zork;;;;;PlayStation 3
Reunion;;;;;PlayStation 3
Reus;8;;;;PlayStation 3
Reveal The Deep;2;;;;PlayStation 3
Revelations 2012;;;;;PlayStation 3
Revelations: Persona;29;;;;PlayStation 3
Revelations: The Demon Slayer;;;;;PlayStation 3
Revenant;9;;;;PlayStation 3
Revenant Dogma;;;;;PlayStation 3
Revenge of Roger Rouge;;;;;PlayStation 3
Revenge of the 'Gator;;;;;PlayStation 3
