title;main_story_length;mainextra_length;completionist_length;combined_length;platform
Adventure (1979);0.25;;;;iOS
Adventure (1982);;;;;iOS
Adventure Apes and the Mayan Mystery;;;;;iOS
Adventure Bar Labyrinth;;;;;iOS
Adventure Bar Story;58;;;;iOS
Adventure Beyond Time: Island Escape;;;;;iOS
AdVenture Capitalist;37;;;;iOS
Adventure Chronicles: The Search For Lost Treasure;3;;;;iOS
AdVenture Communist;2;;;;iOS
Adventure Construction Set;;;;;iOS
Adventure Escape: Murder Manor;;;;;iOS
Adventure in the Tower of Flight;1.5;;;;iOS
Adventure Island;0.9166666666666666;;;;iOS
Adventure Island II;2.5;;;;iOS
Adventure Island III;1.5;;;;iOS
Adventure Island IV;2;;;;iOS
Adventure Island: The Beginning;2;;;;iOS
ADventure Lib;0.5166666666666667;;;;iOS
Adventure of Poco Eco;;;;;iOS
Adventure of Tokyo Disney Sea;;;;;iOS
Adventure Park;5;;;;iOS
Adventure Pinball: Forgotten Island;;;;;iOS
Adventure Pop;;;;;iOS
Adventure Quest;;;;;iOS
Adventure Quest 3D;10;;;;iOS
Adventure Rage;;;;;iOS
Adventure Time: Artifact Checking;;;;;iOS
Adventure Time: Card Wars;;;;;iOS
Adventure Time: Explore the Dungeon Because I Don't Know!;7;;;;iOS
Adventure Time: Finn & Jake Investigations;;;;;iOS
Adventure Time: Finn and Jake's Epic Quest;2.5;;;;iOS
Adventure Time: Hey Ice King! Why'd You Steal Our Garbage?!;5;;;;iOS
Adventure Time: Magic Man's Head Games;0.5;;;;iOS
Adventure Time: Rock Bandits;;;;;iOS
Adventure Time: The Secret of the Nameless Kingdom;;;;;iOS
Adventure Town;;;;;iOS
Adventure World;;;;;iOS
Adventureland;;;;;iOS
Adventurer Manager;14;;;;iOS
Adventures in the Magic Kingdom;0.6166666666666667;;;;iOS
Adventures of Abrix;;;;;iOS
Adventures of Beetlejuice: Skeletons In The Closet;;;;;iOS
Adventures of Bertram Fiddle: Episode 1 - A Dreadly Business;1;;;;iOS
Adventures of Darwin;;;;;iOS
Adventures of Dino Riki;1.5;;;;iOS
Adventures of Fluzz;;;;;iOS
Adventures Of Kok;;;;;iOS
Adventures of Lolo;3;;;;iOS
Adventures of Lolo 2;4;;;;iOS
Adventures of Lolo 3;12.5;;;;iOS
Adventures of Mana;9.5;;;;iOS
Adventures of Max Fax: Episode 1;0.5666666666666667;;;;iOS
Adventures of Mr. Heli;;;;;iOS
Adventures Of Pip;5;;;;iOS
Adventures of Robinson Crusoe;;;;;iOS
Adventures of Tron;;;;;iOS
Adventures of Yogi Bear;1.5;;;;iOS
Adventures on the Polluted Islands;;;;;iOS
Adventures To Go!;;;;;iOS
Adventurezator: When Pigs Fly;;;;;iOS
Adventuring Gentleman;;;;;iOS
AdvertCity;4;;;;iOS
Aedis Eclipse: Generation of Chaos;;;;;iOS
Aegis (2016);;;;;iOS
Aegis Defenders;;;;;iOS
Aegis of Earth: Protonovus Assault;18;;;;iOS
Aegis Wing;2;;;;iOS
Aeon Avenger;;;;;iOS
Aeon Command;2.5;;;;iOS
Aeon Flux;8;;;;iOS
Aerannis;5.5;;;;iOS
AereA;;;;;iOS
Aerena: Clash of Champions;;;;;iOS
Aerial Destruction;;;;;iOS
Aero Elite: Combat Academy;;;;;iOS
Aero Fighters;0.95;;;;iOS
Aero Fighters 2;0.8333333333333334;;;;iOS
Aero Fighters 3;0.8333333333333334;;;;iOS
Aero Fighters Assault;4;;;;iOS
Aero Porter;4;;;;iOS
Aero Racer;;;;;iOS
Aero the Acro-Bat;4;;;;iOS
Aero the Acro-Bat 2;4.5;;;;iOS
Aero's Quest;;;;;iOS
Aerobiz;;;;;iOS
Aerobiz Supersonic;4;;;;iOS
aerofly FS;;;;;iOS
Aerofly FS 2 Flight Simulator;;;;;iOS
AeroGauge;;;;;iOS
AeroWings;;;;;iOS
AeternoBlade;;;;;iOS
Aether;0.7833333333333333;;;;iOS
Aetherion;;;;;iOS
Aetherspace;;;;;iOS
Affected Zone Tactics;;;;;iOS
Affordable Space Adventures;5;;;;iOS
Afghanistan '11;;;;;iOS
AFL Live;;;;;iOS
AFL Live 2;;;;;iOS
Afraid of Monsters;2;;;;iOS
Afrika;24;;;;iOS
Afro Samurai;7;;;;iOS
After All;;;;;iOS
After Armageddon Gaiden;;;;;iOS
After Burner;0.7833333333333333;;;;iOS
After Burner Climax;0.25;;;;iOS
After Burner II;0.5;;;;iOS
After Burner III;0.08333333333333333;;;;iOS
After Burner: Black Falcon;;;;;iOS
After Life: Story of a Father;;;;;iOS
After Reset RPG;;;;;iOS
After The End: The Harvest;;;;;iOS
After the War;;;;;iOS
Afterfall Reconquest: Episode 1;2;;;;iOS
Afterfall: InSanity;6.5;;;;iOS
AFTERGRINDER;;;;;iOS
Afterlife;;;;;iOS
Afterlife Empire;;;;;iOS
