title;main_story_length;mainextra_length;completionist_length;combined_length;platform
Adventure Pinball: Forgotten Island;;;;;Android
Adventure Pop;;;;;Android
Adventure Quest;;;;;Android
Adventure Quest 3D;10;;;;Android
Adventure Rage;;;;;Android
Adventure Time: Artifact Checking;;;;;Android
Adventure Time: Card Wars;;;;;Android
Adventure Time: Explore the Dungeon Because I Don't Know!;7;;;;Android
Adventure Time: Finn & Jake Investigations;;;;;Android
Adventure Time: Finn and Jake's Epic Quest;2.5;;;;Android
Adventure Time: Hey Ice King! Why'd You Steal Our Garbage?!;5;;;;Android
Adventure Time: Magic Man's Head Games;0.5;;;;Android
Adventure Time: Rock Bandits;;;;;Android
Adventure Time: The Secret of the Nameless Kingdom;;;;;Android
Adventure Town;;;;;Android
Adventure World;;;;;Android
Adventureland;;;;;Android
Adventurer Manager;14;;;;Android
Adventures in the Magic Kingdom;0.6166666666666667;;;;Android
Adventures of Abrix;;;;;Android
Adventures of Beetlejuice: Skeletons In The Closet;;;;;Android
Adventures of Bertram Fiddle: Episode 1 - A Dreadly Business;1;;;;Android
Adventures of Darwin;;;;;Android
Adventures of Dino Riki;1.5;;;;Android
Adventures of Fluzz;;;;;Android
Adventures Of Kok;;;;;Android
Adventures of Lolo;3;;;;Android
Adventures of Lolo 2;4;;;;Android
Adventures of Lolo 3;12.5;;;;Android
Adventures of Mana;9.5;;;;Android
Adventures of Max Fax: Episode 1;0.5666666666666667;;;;Android
Adventures of Mr. Heli;;;;;Android
Adventures Of Pip;5;;;;Android
Adventures of Robinson Crusoe;;;;;Android
Adventures of Tron;;;;;Android
Adventures of Yogi Bear;1.5;;;;Android
Adventures on the Polluted Islands;;;;;Android
Adventures To Go!;;;;;Android
Adventurezator: When Pigs Fly;;;;;Android
Adventuring Gentleman;;;;;Android
AdvertCity;4;;;;Android
Aedis Eclipse: Generation of Chaos;;;;;Android
Aegis (2016);;;;;Android
Aegis Defenders;;;;;Android
Aegis of Earth: Protonovus Assault;18;;;;Android
Aegis Wing;2;;;;Android
Aeon Avenger;;;;;Android
Aeon Command;2.5;;;;Android
Aeon Flux;8;;;;Android
Aerannis;5.5;;;;Android
AereA;;;;;Android
Aerena: Clash of Champions;;;;;Android
Aerial Destruction;;;;;Android
Aero Elite: Combat Academy;;;;;Android
Aero Fighters;0.95;;;;Android
Aero Fighters 2;0.8333333333333334;;;;Android
Aero Fighters 3;0.8333333333333334;;;;Android
Aero Fighters Assault;4;;;;Android
Aero Porter;4;;;;Android
Aero Racer;;;;;Android
Aero the Acro-Bat;4;;;;Android
Aero the Acro-Bat 2;4.5;;;;Android
Aero's Quest;;;;;Android
Aerobiz;;;;;Android
Aerobiz Supersonic;4;;;;Android
aerofly FS;;;;;Android
Aerofly FS 2 Flight Simulator;;;;;Android
AeroGauge;;;;;Android
AeroWings;;;;;Android
AeternoBlade;;;;;Android
Aether;0.7833333333333333;;;;Android
Aetherion;;;;;Android
Aetherspace;;;;;Android
Affected Zone Tactics;;;;;Android
Affordable Space Adventures;5;;;;Android
Afghanistan '11;;;;;Android
AFL Live;;;;;Android
AFL Live 2;;;;;Android
Afraid of Monsters;2;;;;Android
Afrika;24;;;;Android
Afro Samurai;7;;;;Android
After All;;;;;Android
After Armageddon Gaiden;;;;;Android
After Burner;0.7833333333333333;;;;Android
After Burner Climax;0.25;;;;Android
After Burner II;0.5;;;;Android
After Burner III;0.08333333333333333;;;;Android
After Burner: Black Falcon;;;;;Android
After Life: Story of a Father;;;;;Android
After Reset RPG;;;;;Android
After The End: The Harvest;;;;;Android
After the War;;;;;Android
Afterfall Reconquest: Episode 1;2;;;;Android
Afterfall: InSanity;6.5;;;;Android
AFTERGRINDER;;;;;Android
Afterlife;;;;;Android
Afterlife Empire;;;;;Android
Aftermath (2010);;;;;Android
Again: Interactive Crime Novel;10.5;;;;Android
Agapan;;;;;Android
Agar.io;;;;;Android
Agarest Senki Mariage;;;;;Android
Agatha Christie: And Then There Were None;7;;;;Android
Agatha Christie: Evil Under the Sun;9;;;;Android
Agatha Christie: Murder on the Orient Express;7.5;;;;Android
Agatha Christie: The ABC Murders (2009);10;;;;Android
Agatha Christie: The ABC Murders (2016);6.5;;;;Android
Age of Adventure: Ali Baba and the Forty Thieves;;;;;Android
Age of Adventure: The Return of Heracles;;;;;Android
Age of Barbarian: Extended Cut;;;;;Android
Age of Booty;5;;;;Android
Age of Castles: Warlords;;;;;Android
Age of Cavemen;;;;;Android
Age of Conan: Rise of the Godslayer;;;;;Android
Age of Conan: Unchained;;;;;Android
Age of Conquest IV;;;;;Android
Age of Empires;20.5;;;;Android
Age of Empires II: Forgotten Empires;;;;;Android
Age of Empires II: HD Edition;28.5;;;;Android
Age of Empires II: HD Edition - The African Kingdoms DLC;;;;;Android
Age of Empires II: HD Edition - The Forgotten DLC;;;;;Android
Age of Empires II: HD Edition - The Rise of the Rajas DLC;;;;;Android
Age of Empires II: The Age of Kings;45;;;;Android
Age of Empires II: The Conquerors;51;;;;Android
Age of Empires III;14;;;;Android
Age of Empires III: Complete Collection;17;;;;Android
