title;main_story_length;mainextra_length;completionist_length;combined_length;platform
Achron;70;;;;PlayStation 2
Achtung Panzer: Kharkov 1943;;;;;PlayStation 2
Acid Drift: Solar;;;;;PlayStation 2
Acid Drop;;;;;PlayStation 2
Ack-Ack Attack!;;;;;PlayStation 2
Aconcagua;3.5;;;;PlayStation 2
Acorn Assault: Rodent Revolution;;;;;PlayStation 2
Acro Storm;;;;;PlayStation 2
Acrobat Mission;0.75;;;;PlayStation 2
Acrophobia;;;;;PlayStation 2
Across Age DX;;;;;PlayStation 2
Across The Line;;;;;PlayStation 2
Across The Moment;;;;;PlayStation 2
Across the Rhine;;;;;PlayStation 2
AcrossFlash;;;;;PlayStation 2
Act of Aggression;18.5;;;;PlayStation 2
Act of War: Direct Action;13.5;;;;PlayStation 2
Act of War: High Treason;;;;;PlayStation 2
Action 52;;;;;PlayStation 2
Action Alien;;;;;PlayStation 2
Action Bass;5.5;;;;PlayStation 2
Action Fighter;;;;;PlayStation 2
Action Fist;;;;;PlayStation 2
Action Henk;4;;;;PlayStation 2
Action Man: Destruction X;;;;;PlayStation 2
Action Man: Operation Extreme;;;;;PlayStation 2
Action Man: Raid on Island X;;;;;PlayStation 2
Action Man: Robot Atak;3;;;;PlayStation 2
Action Pachio;;;;;PlayStation 2
Activate the Three Artefacts and then Leave;3;;;;PlayStation 2
Activision Anthology;;;;;PlayStation 2
ActRaiser;4.5;;;;PlayStation 2
ActRaiser 2;4.5;;;;PlayStation 2
Actrazer;;;;;PlayStation 2
Actua Golf 3;;;;;PlayStation 2
Actua Soccer;;;;;PlayStation 2
Actua Soccer 3;;;;;PlayStation 2
Actua Soccer: Club Edition;;;;;PlayStation 2
Actual Crimes: Jack the ripper;2;;;;PlayStation 2
Actual Sunlight;1;;;;PlayStation 2
Adagio;;;;;PlayStation 2
Adam and Eve;;;;;PlayStation 2
Adam and Eve: The Game - Chapter 1;;;;;PlayStation 2
Adam Wolfe;5;;;;PlayStation 2
Adam's Venture - Episode 1: The Search for the Lost Garden;1.5;;;;PlayStation 2
Adam's Venture - Episode 2: Solomon's Secret;2;;;;PlayStation 2
Adam's Venture - Episode 3: Revelations;2;;;;PlayStation 2
Adam's Venture Chronicles;5;;;;PlayStation 2
Adam's Venture: Origins;4.5;;;;PlayStation 2
Addams Family Values;;;;;PlayStation 2
Adera;;;;;PlayStation 2
Adibou 2;5;;;;PlayStation 2
Adiboud'chou Ã  la Campagne;;;;;PlayStation 2
Admiral Nemo;;;;;PlayStation 2
ADOM: Ancient Domains Of Mystery;;;;;PlayStation 2
Adorables;;;;;PlayStation 2
Adrenalin Misfits;;;;;PlayStation 2
Adrenaline Adventure;;;;;PlayStation 2
Adrenix;;;;;PlayStation 2
Adrift;4.5;;;;PlayStation 2
Advance Guardian Heroes;3;;;;PlayStation 2
Advance Wars;13;;;;PlayStation 2
Advance Wars 2: Black Hole Rising;27.5;;;;PlayStation 2
Advance Wars: Days of Ruin;19.5;;;;PlayStation 2
Advance Wars: Dual Strike;24.5;;;;PlayStation 2
Advanced Dungeons & Dragons: Heroes of the Lance;;;;;PlayStation 2
Advanced Dungeons & Dragons: Slayer;;;;;PlayStation 2
Advanced Dungeons & Dragons: Treasure of Tarmin;7.5;;;;PlayStation 2
Advanced Tactics: Gold;;;;;PlayStation 2
Advanced V.G. 2;0.25;;;;PlayStation 2
Advent;;;;;PlayStation 2
Advent Rising;8;;;;PlayStation 2
Adventure (1979);0.25;;;;PlayStation 2
